Fecha;IPCNAC;M0;DGA;DGI;RSS;RTT
1/9/1998;5.14E+06;1.44E+13;9,762,013;2,203,714;8,002,792;3,980,195
1/10/1998;5.12E+06;1.43E+13;9,465,094;2,202,065;8,249,361;3,973,510
1/11/1998;5.11E+06;1.45E+13;8,872,874;2,355,600;7,874,252;4,030,313
1/12/1998;5.11E+06;1.64E+13;8,510,937;2,636,253;7,944,672;4,281,814
1/1/1999;5.13E+06;1.50E+13;7,184,668;2,316,127;11,451,231;4,179,717
1/2/1999;5.13E+06;1.46E+13;6,530,632;2,320,221;7,800,946;3,753,379
1/3/1999;5.09E+06;1.45E+13;8,163,111;2,350,583;7,379,018;3,904,796
1/4/1999;5.08E+06;1.43E+13;7,567,189;2,338,146;7,127,567;3,807,622
1/5/1999;5.06E+06;1.42E+13;6,728,183;2,802,898;6,907,932;4,166,509
1/6/1999;5.06E+06;1.41E+13;7,760,619;2,737,658;6,653,844;4,179,104
1/7/1999;5.07E+06;1.47E+13;8,258,719;2,230,186;10,184,695;4,074,528
1/8/1999;5.05E+06;1.43E+13;7,991,516;2,500,236;6,907,184;3,990,106
1/9/1999;5.04E+06;1.39E+13;8,084,301;2,356,590;7,564,629;3,921,483
1/10/1999;5.04E+06;1.39E+13;8,009,298;2,389,428;6,050,620;3,795,419
1/11/1999;5.02E+06;1.39E+13;8,550,571;2,442,936;6,861,780;3,984,171
1/12/1999;5.02E+06;1.65E+13;8,282,325;2,405,512;6,524,796;3,886,224
1/1/2000;5.06E+06;1.46E+13;6,665,545;2,505,701;9,383,245;4,110,580
1/2/2000;5.06E+06;1.40E+13;6,546,724;2,317,381;7,672,853;3,739,339
1/3/2000;5.03E+06;1.36E+13;7,406,976;2,353,766;7,184,332;3,812,897
1/4/2000;5.03E+06;1.39E+13;6,516,898;2,607,813;6,330,695;3,892,572
1/5/2000;5.01E+06;1.35E+13;7,556,267;2,911,880;6,738,161;4,341,314
1/6/2000;5.00E+06;1.37E+13;7,379,234;3,357,172;7,291,798;4,824,328
1/7/2000;5.02E+06;1.43E+13;7,521,208;2,479,541;9,942,219;4,225,884
1/8/2000;5.01E+06;1.36E+13;7,874,694;2,730,791;6,904,498;4,208,621
1/9/2000;5.00E+06;1.36E+13;7,151,426;2,521,696;8,350,272;4,071,918
1/10/2000;5.01E+06;1.34E+13;7,725,189;2,563,125;6,872,400;4,022,856
1/11/2000;4.99E+06;1.33E+13;7,585,004;2,487,535;6,747,644;3,920,763
1/12/2000;4.98E+06;1.51E+13;6,824,518;2,592,213;6,566,356;3,931,299
1/1/2001;4.99E+06;1.38E+13;6,675,505;2,595,412;9,560,946;4,219,057
1/2/2001;4.97E+06;1.37E+13;5,741,785;2,509,310;6,808,088;3,764,298
1/3/2001;4.98E+06;1.36E+13;6,879,148;1,980,327;6,534,243;3,321,666
1/4/2001;5.02E+06;1.33E+13;6,538,346;2,275,969;6,084,969;3,538,301
1/5/2001;5.02E+06;1.30E+13;6,981,346;3,341,431;6,509,619;4,690,528
1/6/2001;4.98E+06;1.44E+13;6,528,297;3,267,158;6,696,556;4,589,574
1/7/2001;4.97E+06;1.44E+13;6,914,876;2,334,807;8,319,353;3,858,196
1/8/2001;4.95E+06;1.26E+13;6,007,374;2,793,439;6,694,430;4,063,651
1/9/2001;4.95E+06;1.23E+13;4,291,543;2,427,931;6,455,460;3,502,575
1/10/2001;4.92E+06;1.17E+13;4,996,679;2,421,192;6,484,359;3,569,241
1/11/2001;4.91E+06;1.10E+13;4,607,676;2,411,424;5,954,124;3,467,623
1/12/2001;4.90E+06;1.20E+13;2,949,639;2,089,968;4,337,250;2,818,702
1/1/2002;5.02E+06;1.54E+13;2,960,723;2,365,871;7,492,818;3,411,235
1/2/2002;5.17E+06;2.07E+13;2,825,117;2,124,157;5,945,798;3,001,235
1/3/2002;5.38E+06;2.05E+13;4,223,100;2,125,947;5,284,465;3,076,659
1/4/2002;5.94E+06;2.13E+13;6,270,138;1,729,344;5,279,603;2,884,320
1/5/2002;6.18E+06;2.08E+13;10,641,434;3,053,603;7,088,921;4,826,596
1/6/2002;6.40E+06;2.02E+13;11,810,399;2,777,884;6,559,065;4,614,910
1/7/2002;6.60E+06;2.05E+13;14,079,553;2,663,871;9,149,527;4,986,779
1/8/2002;6.76E+06;2.13E+13;12,918,057;2,737,345;7,024,169;4,731,409
1/9/2002;6.85E+06;2.26E+13;11,026,891;2,561,462;6,798,197;4,343,801
1/10/2002;6.86E+06;2.44E+13;13,099,147;2,712,959;7,408,265;4,763,645
1/11/2002;6.90E+06;2.64E+13;13,324,578;3,001,368;6,869,438;5,020,793
1/12/2002;6.91E+06;2.92E+13;11,543,616;2,966,785;6,930,190;4,814,021
1/1/2003;7.00E+06;2.95E+13;14,216,003;3,172,731;10,061,544;5,600,405
1/2/2003;7.04E+06;3.02E+13;12,600,855;2,681,252;7,130,258;4,654,407
1/3/2003;7.08E+06;3.07E+13;14,396,181;2,704,891;6,788,706;4,823,290
1/4/2003;7.09E+06;3.15E+13;16,504,814;3,145,955;6,603,693;5,456,799
1/5/2003;7.06E+06;3.41E+13;17,617,445;4,679,838;7,073,772;7,148,924
1/6/2003;7.06E+06;3.77E+13;18,145,885;3,957,467;7,093,083;6,481,364
1/7/2003;7.09E+06;3.86E+13;18,704,709;3,513,189;11,237,765;6,507,437
1/8/2003;7.09E+06;3.98E+13;14,329,325;3,860,722;7,616,383;6,055,293
1/9/2003;7.09E+06;4.05E+13;20,834,728;3,245,571;7,870,008;6,116,045
1/10/2003;7.13E+06;4.29E+13;20,966,253;3,353,784;8,341,465;6,284,556
1/11/2003;7.15E+06;4.42E+13;18,939,992;3,664,591;8,352,055;6,393,795
1/12/2003;7.17E+06;4.64E+13;19,324,298;3,968,410;8,514,202;6,752,260
1/1/2004;7.20E+06;4.70E+13;17,999,111;4,110,246;12,498,297;7,159,963
1/2/2004;7.20E+06;4.69E+13;16,665,653;3,731,245;9,624,918;6,360,179
1/3/2004;7.25E+06;4.56E+13;19,864,469;3,729,244;8,971,309;6,612,900
1/4/2004;7.31E+06;4.71E+13;22,681,574;3,857,263;9,225,097;7,047,930
1/5/2004;7.36E+06;4.77E+13;25,246,882;8,911,256;9,318,476;12,367,791
1/6/2004;7.40E+06;4.86E+13;24,709,232;6,057,465;9,414,919;9,469,880
1/7/2004;7.44E+06;4.71E+13;25,667,040;4,727,833;14,097,893;8,704,326
1/8/2004;7.46E+06;4.74E+13;24,954,677;4,976,658;9,973,423;8,469,468
1/9/2004;7.51E+06;4.75E+13;24,318,452;4,346,541;11,973,000;7,975,692
1/10/2004;7.54E+06;4.59E+13;23,783,146;4,612,527;10,528,530;8,043,683
1/11/2004;7.54E+06;4.87E+13;25,385,402;4,509,580;10,545,740;8,102,754
1/12/2004;7.60E+06;5.25E+13;25,226,765;4,425,021;10,452,393;7,992,900
1/1/2005;7.72E+06;4.94E+13;22,709,081;4,975,180;15,563,871;8,802,493
1/2/2005;7.79E+06;4.97E+13;21,687,546;4,844,342;12,371,789;8,250,377
1/3/2005;7.91E+06;5.02E+13;25,550,066;4,739,461;10,630,371;8,357,599
1/4/2005;7.95E+06;4.98E+13;29,030,744;5,261,360;11,178,470;9,282,195
1/5/2005;8.00E+06;5.21E+13;30,934,427;7,756,446;11,957,461;12,045,610
1/6/2005;8.07E+06;5.14E+13;30,201,490;6,819,403;12,146,373;11,054,151
1/7/2005;8.15E+06;5.44E+13;28,853,489;5,395,441;17,308,197;10,011,585
1/8/2005;8.19E+06;5.55E+13;32,386,736;5,669,272;13,502,609;10,258,158
1/9/2005;8.28E+06;5.26E+13;28,552,304;5,682,658;13,489,840;9,886,932
1/10/2005;8.35E+06;5.59E+13;29,132,831;5,553,765;14,235,149;9,890,297
1/11/2005;8.45E+06;5.59E+13;29,390,074;5,602,514;15,712,767;10,112,954
1/12/2005;8.54E+06;5.47E+13;30,093,886;6,772,819;15,177,934;11,299,990
1/1/2006;8.65E+06;5.98E+13;29,305,387;6,075,719;21,585,015;11,164,672
1/2/2006;8.68E+06;5.73E+13;27,371,881;6,040,927;17,031,880;10,481,270
1/3/2006;8.79E+06;5.91E+13;31,839,866;5,619,177;16,372,817;10,440,653
1/4/2006;8.87E+06;6.05E+13;30,942,651;5,263,903;16,546,123;10,012,780
1/5/2006;8.91E+06;6.02E+13;35,527,770;9,049,241;17,560,403;14,357,998
1/6/2006;8.96E+06;6.36E+13;33,492,042;8,641,228;18,420,047;13,832,486
1/7/2006;9.01E+06;6.47E+13;34,864,400;6,619,927;25,826,085;12,688,881
1/8/2006;9.06E+06;6.56E+13;39,002,376;7,202,942;19,096,688;13,012,849
1/9/2006;9.15E+06;6.94E+13;41,448,544;6,666,463;19,418,632;12,753,183
1/10/2006;9.22E+06;6.79E+13;40,692,328;7,155,501;21,358,141;13,360,548
1/11/2006;9.29E+06;7.30E+13;41,027,955;7,538,694;21,435,895;13,785,079
1/12/2006;9.38E+06;8.01E+13;35,315,172;8,449,151;21,376,611;14,118,330
1/1/2007;9.48E+06;7.63E+13;37,524,726;7,598,619;31,841,895;14,535,251
1/2/2007;9.55E+06;7.53E+13;33,749,240;7,471,239;25,102,245;13,356,403
1/3/2007;9.65E+06;7.88E+13;42,711,881;6,751,140;29,216,070;13,943,935
1/4/2007;9.87E+06;7.77E+13;39,242,548;6,808,289;25,467,731;13,279,317
1/5/2007;1.01E+07;7.85E+13;46,243,416;11,579,729;26,712,181;18,875,289
1/6/2007;1.03E+07;8.37E+13;43,725,691;10,962,638;27,013,019;18,036,509
1/7/2007;1.06E+07;8.97E+13;50,068,318;8,749,917;37,129,299;17,469,580
1/8/2007;1.10E+07;8.75E+13;54,525,476;9,496,569;29,247,426;17,873,860
1/9/2007;1.12E+07;8.62E+13;49,500,662;8,814,626;29,698,627;16,734,498
1/10/2007;1.13E+07;8.51E+13;61,042,262;8,498,824;30,474,092;17,650,459
1/11/2007;1.13E+07;8.98E+13;60,968,837;9,255,221;30,536,215;18,405,726
1/12/2007;1.14E+07;9.93E+13;58,821,903;10,651,506;30,870,845;19,620,781
1/1/2008;1.16E+07;9.45E+13;70,458,392;10,361,863;43,212,872;21,728,990
1/2/2008;1.19E+07;9.75E+13;59,602,197;10,041,265;36,026,660;19,604,150
1/3/2008;1.24E+07;9.84E+13;56,023,621;8,660,836;34,262,056;17,689,403
1/4/2008;1.27E+07;9.81E+13;71,100,111;9,372,996;37,577,343;20,240,741
1/5/2008;1.28E+07;9.73E+13;74,305,197;12,863,113;39,654,217;24,259,027
1/6/2008;1.31E+07;1.02E+14;65,186,206;13,203,779;38,985,482;23,620,948
1/7/2008;1.33E+07;9.77E+13;80,241,407;11,178,701;53,156,632;24,518,505
1/8/2008;1.34E+07;9.91E+13;82,350,449;11,842,330;41,687,118;24,245,962
1/9/2008;1.35E+07;1.01E+14;86,544,929;10,966,021;42,790,881;23,899,602
1/10/2008;1.36E+07;1.03E+14;83,474,030;11,634,435;42,947,075;24,276,545
1/11/2008;1.37E+07;1.02E+14;60,864,347;10,683,678;48,793,461;21,649,459
1/12/2008;1.37E+07;1.09E+14;56,365,839;12,770,605;52,344,504;23,641,640
1/1/2009;1.39E+07;1.04E+14;52,696,526;11,491,782;73,476,063;24,109,041
1/2/2009;1.39E+07;1.02E+14;50,037,970;12,067,275;57,057,053;22,776,777
1/3/2009;1.42E+07;9.77E+13;50,608,299;11,159,756;55,446,970;21,765,283
1/4/2009;1.45E+07;9.96E+13;60,040,688;11,418,820;56,237,578;23,046,647
1/5/2009;1.46E+07;1.00E+14;57,628,580;15,824,216;57,043,008;27,291,375
1/6/2009;1.47E+07;1.03E+14;66,910,629;14,283,448;57,782,697;26,752,780
1/7/2009;1.48E+07;1.02E+14;64,440,090;12,825,350;77,440,662;27,013,426
1/8/2009;1.51E+07;1.05E+14;56,581,713;13,081,114;65,330,436;25,272,329
1/9/2009;1.53E+07;1.04E+14;63,503,093;13,359,086;65,223,257;26,231,721
1/10/2009;1.56E+07;1.08E+14;67,505,533;13,098,556;65,678,339;26,416,943
1/11/2009;1.58E+07;1.11E+14;64,483,000;13,450,700;61,936,605;26,092,662
1/12/2009;1.63E+07;1.22E+14;69,661,000;14,717,300;64,781,114;28,161,602
1/1/2010;1.66E+07;1.21E+14;58,603,000;13,869,600;92,952,190;29,025,115
1/2/2010;1.74E+07;1.16E+14;62,570,031;14,239,315;68,810,164;27,377,335
1/3/2010;1.78E+07;1.23E+14;78,667,449;13,549,242;70,927,332;28,508,721
1/4/2010;1.81E+07;1.19E+14;81,869,071;14,438,883;75,037,840;30,129,574
1/5/2010;1.84E+07;1.22E+14;90,233,994;22,726,459;75,948,702;39,344,728
1/6/2010;1.86E+07;1.27E+14;96,533,488;19,890,949;77,510,314;37,295,329
1/7/2010;1.88E+07;1.34E+14;101,840,341;16,596,083;105,945,587;37,374,676
1/8/2010;1.90E+07;1.36E+14;93,715,886;16,967,839;82,158,117;34,555,239
1/9/2010;1.93E+07;1.40E+14;104,116,504;16,756,843;84,806,072;35,649,100
1/10/2010;2.00E+07;1.41E+14;102,951,942;17,131,146;86,511,396;36,077,480
1/11/2010;2.03E+07;1.46E+14;104,070,789;16,938,099;90,627,891;36,407,967
1/12/2010;2.07E+07;1.60E+14;88,334,828;20,369,411;89,527,354;38,155,630
1/1/2011;2.09E+07;1.59E+14;94,913,029;18,979,643;122,963,155;40,767,262
1/2/2011;2.11E+07;1.60E+14;83,602,460;18,749,400;96,408,671;36,750,513
1/3/2011;2.17E+07;1.59E+14;105,591,229;17,475,763;94,281,240;37,463,010
1/4/2011;2.23E+07;1.67E+14;107,060,044;18,597,336;104,350,393;39,738,380
1/5/2011;2.27E+07;1.73E+14;112,965,000;29,094,100;102,494,807;50,640,106
1/6/2011;2.30E+07;1.77E+14;119,053,000;26,206,800;105,669,288;48,679,148
1/7/2011;2.34E+07;1.85E+14;107,498,000;22,830,200;142,647,814;47,844,841
1/8/2011;2.40E+07;1.86E+14;133,002,519;22,412,356;110,646,821;46,777,290
1/9/2011;2.44E+07;1.93E+14;126,451,279;23,724,305;113,603,659;47,729,799
1/10/2011;2.47E+07;1.90E+14;128,627,064;22,959,784;117,323,817;47,554,872
1/11/2011;2.50E+07;1.98E+14;110,971,000;24,589,100;115,896,688;47,275,955
1/12/2011;2.55E+07;2.23E+14;111,807,061;26,141,227;115,908,412;48,912,775
1/1/2012;2.58E+07;2.16E+14;108,061,673;25,711,549;163,262,633;52,843,980
1/2/2012;2.62E+07;2.05E+14;96,196,557;25,212,018;124,507,697;47,282,443
1/3/2012;2.71E+07;2.21E+14;113,407,000;24,207,300;128,153,499;48,363,177
1/4/2012;2.76E+07;2.23E+14;119,525,521;24,148,100;133,352,083;49,435,860
1/5/2012;2.81E+07;2.26E+14;123,782,145;35,063,116;135,850,068;61,026,338
1/6/2012;2.85E+07;2.44E+14;106,430,452;34,492,969;135,481,069;58,684,121
1/7/2012;2.92E+07;2.46E+14;139,864,167;28,661,623;186,687,740;61,316,814
1/8/2012;2.97E+07;2.61E+14;134,487,457;32,510,702;144,961,615;60,455,609
1/9/2012;3.02E+07;2.65E+14;129,635,805;29,944,599;144,663,766;57,374,556
1/10/2012;3.06E+07;2.65E+14;138,091,000;31,012,100;153,095,500;60,130,633
1/11/2012;3.12E+07;2.69E+14;127,457,005;32,570,072;153,488,533;60,664,626
1/12/2012;3.17E+07;3.07E+14;121,896,000;34,791,400;152,397,961;62,220,802
1/1/2013;3.23E+07;2.88E+14;115,868,000;32,653,400;214,424,522;65,682,783
1/2/2013;3.29E+07;2.91E+14;113,865,320;33,235,690;162,655,931;60,887,815
1/3/2013;3.36E+07;3.02E+14;121,069,000;31,366,400;168,051,280;60,278,372
1/4/2013;3.42E+07;2.87E+14;190,008,000;30,035,500;185,940,487;67,630,477
1/5/2013;3.48E+07;3.04E+14;155,197,335;43,797,027;184,379,477;77,754,708
1/6/2013;3.55E+07;3.08E+14;132,147,843;43,897,542;175,835,137;74,695,840
1/7/2013;3.63E+07;3.18E+14;159,614,443;38,504,522;258,321,616;80,298,128
1/8/2013;3.71E+07;3.21E+14;177,095,000;39,663,500;184,918,755;75,864,968
1/9/2013;3.78E+07;3.27E+14;152,765,619;37,902,248;186,261,979;71,805,008
1/10/2013;3.89E+07;3.27E+14;152,680,175;39,600,067;194,240,574;74,292,142
1/11/2013;3.99E+07;3.37E+14;129,349,860;41,499,920;191,480,489;73,582,955
1/12/2013;4.10E+07;3.77E+14;142,085,000;42,735,300;191,157,911;76,059,774
1/1/2014;4.28E+07;3.64E+14;165,796,984;45,551,236;281,762,335;90,307,167
1/2/2014;4.53E+07;3.45E+14;156,664,796;44,495,322;210,111,308;81,172,932
1/3/2014;4.70E+07;3.49E+14;172,146,852;40,614,782;208,804,819;78,709,949
1/4/2014;4.82E+07;3.52E+14;283,719,220;42,158,312;222,070,742;92,737,309
1/5/2014;4.95E+07;3.49E+14;215,779,323;59,874,252;236,183,858;105,070,570
1/6/2014;5.05E+07;3.71E+14;209,828,249;57,739,960;224,633,995;101,186,184
1/7/2014;5.15E+07;3.72E+14;227,570,395;52,272,184;320,607,135;107,089,937
1/8/2014;5.28E+07;3.89E+14;191,211,186;56,258,092;242,687,317;99,647,942
1/9/2014;5.42E+07;3.82E+14;197,345,651;54,258,062;247,264,058;98,719,033
1/10/2014;5.51E+07;4.07E+14;213,916,000;57,444,800;257,699,207;104,606,405
1/11/2014;5.60E+07;4.09E+14;174,755,896;58,146,272;262,146,540;101,836,515
1/12/2014;5.68E+07;4.63E+14;177,531,620;64,738,778;261,068,274;108,598,767
1/1/2015;5.78E+07;4.48E+14;180,332,049;61,579,974;378,452,684;117,458,448
1/2/2015;5.88E+07;4.46E+14;150,069,114;62,976,104;285,748,444;106,557,860
1/3/2015;5.99E+07;4.40E+14;189,590,023;58,038,576;284,026,874;105,400,265
1/4/2015;6.11E+07;4.69E+14;220,529,359;59,766,238;308,394,487;112,658,623
1/5/2015;6.24E+07;4.62E+14;230,337,612;85,326,198;297,789,206;138,138,879
1/6/2015;6.31E+07;4.83E+14;270,455,778;82,840,249;309,519,468;140,837,773
1/7/2015;6.45E+07;5.20E+14;280,281,567;72,875,833;450,945,742;145,998,564
1/8/2015;6.57E+07;5.09E+14;232,766,649;76,388,839;328,497,154;132,515,219
1/9/2015;6.71E+07;5.30E+14;208,323,245;74,532,182;340,779,193;129,442,426
1/10/2015;6.81E+07;5.43E+14;218,925,408;78,292,921;342,316,009;134,417,063
1/11/2015;6.98E+07;5.37E+14;189,657,000;76,418,900;341,047,251;129,489,145
1/12/2015;7.34E+07;6.24E+14;242,778,477;86,463,045;342,930,599;145,033,953
1/1/2016;7.64E+07;5.88E+14;250,905,458;87,241,062;503,225,433;162,654,151
1/2/2016;7.90E+07;5.59E+14;233,466,658;75,134,782;363,218,294;134,803,277
1/3/2016;8.15E+07;5.73E+14;311,417,286;69,622,397;369,982,432;137,762,369
1/4/2016;8.55E+07;5.73E+14;356,633,902;73,541,132;416,051,806;150,809,703
1/5/2016;8.91E+07;5.76E+14;312,501,615;96,343,449;427,510,000;170,344,610
1/6/2016;9.19E+07;6.31E+14;292,131,193;102,894,650;424,889,617;174,596,731
1/7/2016;9.37E+07;6.61E+14;325,022,415;90,628,562;569,606,004;180,091,404
1/8/2016;9.39E+07;6.80E+14;305,137,359;90,973,263;442,761,000;165,763,098
1/9/2016;9.50E+07;6.83E+14;298,532,612;93,231,077;452,329,177;168,317,256
1/10/2016;9.72E+07;6.74E+14;277,556,425;93,970,497;454,701,723;167,196,312
1/11/2016;9.88E+07;7.17E+14;284,951,973;106,791,833;469,856,351;182,272,665
1/12/2016;1.00E+08;8.22E+14;290,703,455;199,704,913;467,669,131;275,542,172
1/1/2017;1.02E+08;8.28E+14;302,435,131;115,412,388;657,574,871;211,413,388
1/2/2017;1.04E+08;8.15E+14;228,703,452;98,436,068;509,151,580;172,221,571
1/3/2017;1.06E+08;7.55E+14;343,425,255;125,431,518;525,207,982;212,294,842
1/4/2017;1.09E+08;7.96E+14;346,048,434;97,807,325;555,368,239;187,948,992
1/5/2017;1.11E+08;7.57E+14;364,422,000;114,978,483;546,347,094;206,055,392
1/6/2017;1.12E+08;8.33E+14;368,036,226;135,600,911;541,881,205;226,592,654
1/7/2017;1.14E+08;8.32E+14;397,469,397;124,148,857;734,300,503;237,325,847
1/8/2017;1.15E+08;8.38E+14;429,633,302;120,777,558;575,344,866;221,275,374
1/9/2017;1.18E+08;8.68E+14;389,749,173;127,297,517;577,931,210;224,065,555
1/10/2017;1.19E+08;8.70E+14;408,410,544;119,030,716;598,415,558;219,713,326
1/11/2017;1.21E+08;8.80E+14;413,250,040;122,289,434;608,493,187;224,463,757
1/12/2017;1.25E+08;1.00E+15;362,739,668;137,789,570;611,749,234;235,238,460
1/1/2018;1.27E+08;9.66E+14;439,771,566;133,069,214;849,146,706;261,961,041
1/2/2018;1.30E+08;1.00E+15;388,820,908;130,988,645;657,955,315;235,666,267
1/3/2018;1.33E+08;9.95E+14;401,592,804;131,376,976;672,996,939;238,835,951
1/4/2018;1.37E+08;9.99E+14;494,729,434;118,498,905;682,554,545;236,227,303
1/5/2018;1.40E+08;1.02E+15;590,740,485;167,745,083;686,018,022;295,420,934
1/6/2018;1.45E+08;1.04E+15;558,783,352;173,186,152;697,888,054;298,853,293
1/7/2018;1.49E+08;1.07E+15;595,931,281;145,268,345;890,325,152;293,893,989
1/8/2018;1.55E+08;1.21E+15;627,037,796;160,798,357;699,162,696;293,418,406
1/9/2018;1.65E+08;1.25E+15;716,171,128;153,550,972;706,495,584;295,817,644
1/10/2018;1.74E+08;1.16E+15;728,664,451;165,018,344;746,240,377;312,508,827
1/11/2018;1.80E+08;1.24E+15;558,437,382;169,683,977;745,916,520;300,119,367
1/12/2018;1.84E+08;1.41E+15;543,012,777;190,711,081;749,090,965;319,921,455
1/1/2019;1.90E+08;1.35E+15;591,753,129;195,650,297;1,091,013,875;363,926,998
1/2/2019;1.97E+08;1.40E+15;548,504,759;190,256,429;857,838,165;330,890,721
1/3/2019;2.06E+08;1.35E+15;616,313,173;180,546,430;856,919,644;327,869,712
1/4/2019;2.13E+08;1.40E+15;720,999,911;193,973,255;912,890,302;357,362,276
1/5/2019;2.20E+08;1.36E+15;1,068,398,424;246,718,906;906,909,994;444,249,748
1/6/2019;2.26E+08;1.38E+15;883,582,034;273,951,144;921,327,896;454,442,137
1/7/2019;2.30E+08;1.34E+15;963,788,308;229,969,875;1,245,610,959;450,909,802
1/8/2019;2.40E+08;1.30E+15;1,179,907,681;242,984,644;975,191,859;458,494,598
1/9/2019;2.54E+08;1.31E+15;1,105,462,662;223,296,838;881,685,537;422,011,658
1/10/2019;2.62E+08;1.39E+15;1,203,880,913;230,817,700;949,659,766;446,171,768
1/11/2019;2.73E+08;1.67E+15;1,226,178,232;246,257,876;1,059,944,140;474,870,113
1/12/2019;2.83E+08;1.90E+15;1,313,061,000;251,166,300;1,098,941,000;492,366,500
1/1/2020;2.90E+08;1.71E+15;1,009,241,000;275,334,300;1,510,261,000;527,284,552
1/2/2020;2.96E+08;1.71613E+15;805,966,002;268,560,515;1,225,361,748;471,693,290
1/3/2020;3.06E+08;2.29208E+15;952,452,000;228,462,300;1,199,292,000;443,636,700
